username,accDesc,location,following,followers,totaltweets,usercreated,tweetcreated,retweetcount,favoritecount,text,tweetsource,hashtags
_tanmay1,"RT's, Follows, sarcastic memes and likes are NOT endorsements. All memes are forwarded as received and not created by me. Admire the governance of #AAP.",Poland/दिल्ली,1000.0,997.0,7588.0,2011-11-02 05:50:12,2020-11-04 10:36:29,0.0,0.0,"@manavjivan @ArvindKejriwal @ash_aswathi Come on Manav, give us the good news soon. Can't wait for it.

In your words, If Donald Trump is the answer, how stupid is the question? 😆",Twitter Web App,[]
Bprivate54,@benlang32,"Newcastle, United Kingdom",20.0,5.0,185.0,2019-09-11 19:39:04,2020-11-04 10:36:29,0.0,0.0,"@ThirlDad @janesarah870 @isthisab0t @toadmeister this is just my view. I don’t believe that’s how it works, there’s multiple factors. Stocks usually dip on speculation/negative change this is why stocks usually dip around an election due to uncertainty. Trump is big on the SM hence negative change if he loses",Twitter for iPhone,[]
Mayo_chicken,"Mayo born, now happily living in beautiful Co Clare. Married, childless not by choice, choir singer, finance professional. Devoted staff to a number of felines.","Clare, Ireland",287.0,140.0,1723.0,2010-09-14 20:28:37,2020-11-04 10:36:29,0.0,0.0,@Sinneaad I'm just amazed at how many are taken in by Trump. It's a cult.,Twitter for Android,[]
george67486242,"After a long break, I’m finally back. Professional cash game poker player. Lived in Vegas for 10 years. I like to help people👊🏻",Wales ,168.0,334.0,813.0,2020-10-16 14:23:07,2020-11-04 10:36:29,0.0,0.0,"As mentioned earlier, they have now flip~flopped 
@realDonaldTrump Even money
@JoeBiden 5/6",Twitter for iPhone,[]
robinraebyrd2,Mom of adult daughters.  Two grandkids.  I love Andeson East!  Love his R&B sound!,New albany IN,364.0,302.0,1617.0,2018-03-14 05:22:44,2020-11-04 10:36:29,0.0,0.0,@realDonaldTrump Stop lying!!!,Twitter Web App,[]
KaptainKulk,,"Coventry, England",1324.0,3178.0,11123.0,2012-01-01 15:52:17,2020-11-04 10:36:29,0.0,0.0,"Always tense when our social media bubbles get popped by electoral reality but there’s an insoluble difficulty at the heart of politics that Trump nor Biden can solve - the divisions, they just seem unbridgeable esp with leaders like Trump who don’t care about healing division",Twitter for iPhone,[]
beceldora,"My opinion matters, just because you don’t like it doesn’t mean it’s wrong. I support making the world a better place whether with my voice or with action 🇦🇺","Glenelg North, Adelaide",139.0,138.0,2596.0,2019-07-05 10:50:32,2020-11-04 10:36:29,0.0,1.0,@awakeinaus_ @realDonaldTrump @DonaldJTrumpJr @DanScavino @TuckerCarlson @newsmax @jsolomonReports Pretty sure we all saw this coming and is the exact reason why Trump wants to take it to the courts,Twitter for iPhone,[]
PrinceEure,| Snapchat: BlackEure Instagram: PrinceEure | My Sister's Keeper |,252-757,768.0,2478.0,11206.0,2014-01-01 03:52:44,2020-11-04 10:36:29,0.0,0.0,For Biden to win he needs NC or GA if trump gets both it’s over,Twitter for iPhone,[]
AaronHuff17,#GoHawks #LOB #BeastMode #GameofThrones Never lie.So the people who love you can find you,,3233.0,1759.0,20943.0,2014-02-09 04:59:58,2020-11-04 10:36:29,0.0,0.0,"I'm pretty sure Trump has confused ""counting votes"" with ""taking votes"" that can happen when you only read headlines I guess. Or you're just that weak minded and freak out",Twitter Web App,[]
writerlifetho,She/her. Writer (YA&Adult). Ravenclaw. No dms. Special Ed Preschool Teacher by day. Storyteller by night. TC Columbia Uni alum. #bvm #amquerying #amwriting,"Long Island, New York ",1215.0,1126.0,566.0,2012-04-06 04:58:19,2020-11-04 10:36:29,0.0,0.0,@guardian Someone let Trump know that he’s about to be fired https://t.co/3Uql7xbndZ,Twitter for iPhone,[]
SGusch,,San Diego,876.0,335.0,1668.0,2010-11-12 23:03:22,2020-11-04 10:36:29,0.0,0.0,"Trump 280
Biden 254
#ElectionNight",Twitter for Android,"[{'text': 'ElectionNight', 'indices': [20, 34]}]"
shameem_akhtar,Avid Bibliophile 📚| Coffee Connoisseur  ☕️ | Anti-Tories ⚠️| No time for flag fondlers | #FBPE #3.5%,"Here, there and everywhere",778.0,277.0,3370.0,2011-04-30 10:01:26,2020-11-04 10:36:29,0.0,0.0,@andreajenkyns @realDonaldTrump Nazis usually stick together don’t they Andrea.,Twitter for iPhone,[]
hyetriangle,he/him | s-worded x3 | was @trianglehye,,76.0,35.0,50.0,2020-11-02 01:36:25,2020-11-04 10:36:29,0.0,0.0,"@ThePopsHub @LanaDelRey BIDEN IS GOING TO WIN 💙

I love seeing TRUMP tank, it's my daily medicine, my weekly energy, my monthly inspiration and my yearly motivation. his tanking is the only reason i'm still alive, i was born to love and enjoy the unsuccess that he has achieved",Twitter Web App,[]
theapplebizz,Far too much knowledge on all things #Apple. Reporting on the Daily Apple News & Leaks & putting it up for Debate!📱Ruthless sceptic! Reporter & Aggregator 💻,United Kingdom,338.0,3494.0,2682.0,2020-07-05 16:59:47,2020-11-04 10:36:29,0.0,0.0,"@rachelburden When people argue that Trump hasn’t started any wars, could you remind them of his assassination of Qassem Suleimani that almost caused one with Iran? Not exactly a move for peace with the Middle East is it?",Twitter for iPhone,[]
slattbasil,824. Solo dolo.,+233,160.0,111.0,5033.0,2017-03-30 18:08:22,2020-11-04 10:36:29,0.0,1.0,@OdoiGottfried @JackBrewerBSI @realDonaldTrump no bro lmao I’m not talking about that. I’m saying Ghana has their own elections to look at rn,Twitter for iPhone,[]
62goldtop,,,211.0,16.0,2591.0,2014-09-20 23:25:36,2020-11-04 10:36:29,0.0,0.0,"@zdaniel They did count every vote, right up until Trump looked like winning, then they went home to fill out some more Biden ballots.",Twitter Web App,[]
MarkFra95758140,,,174.0,8.0,981.0,2020-10-20 12:33:40,2020-11-04 10:36:29,0.0,0.0,@w_terrence @realDonaldTrump 𝗪𝗲 𝗮𝗿𝗲 𝗵𝗲𝗹𝗹𝗮 𝗯𝘂𝘀𝘆!!!,Twitter for Android,[]
scottyh67,,,293.0,34.0,134.0,2011-05-28 11:41:02,2020-11-04 10:36:29,0.0,0.0,@samstauntonpol @sportsbetcomau Where are you putting your hard earned Biden $1.83 or Trump $1.91,Twitter for iPhone,[]
WillLeftridge,Christian. Father. Husband. Conservative. American. Reporter. Mentor,,900.0,803.0,925.0,2020-10-02 12:51:24,2020-11-04 10:36:29,0.0,0.0,Well I believe that’s why there are legal teams being pissed won’t change it....President Trump has a good chance to still win even with The B.s going on... Look at the battle ground states https://t.co/RC8EKfLfLU,Twitter for iPhone,[]
JustTheRuth,summertime magic,Singapore,62.0,81.0,5300.0,2014-03-31 10:39:28,2020-11-04 10:36:29,0.0,0.0,McDonald Trump,Twitter for Android,[]
_CiceroAlmeida,"Conservador, monarquista, cristão, pai, marido e patriota.",,139.0,60.0,3483.0,2011-09-05 14:45:19,2020-11-04 10:36:28,0.0,0.0,"Vamos replicar o @realDonaldTrump . O Twitter o está boicotando. Copiem e colem.

President Trump: ""We are up BIG, but they are trying to STEAL the Election. We will never let them do it. Votes cannot be cast after the Polls are closed!"" 🇺🇸🙌🏼",Twitter for Android,[]
slkie,"The church is near, but the road is flooded! The bar is far, but we will walk carefully! #CFC #PublicHealth #M&E #DataScience #Backbencher #Litecoin","Abuja, Nigeria",3907.0,3290.0,71653.0,2010-12-31 09:22:14,2020-11-04 10:36:28,0.0,2.0,"Biden wins  if he clinches: Pennsylvania(20), Wisconsin(10) and Nevada(6). 

Trump wins if he clinches: 
Georgia(16), Michigan(16), North Carolina(15) and Pennsylvania(20). 

Whoever wins Pennsylvania...wins it!!!

#USAElections2020",Twitter for iPhone,"[{'text': 'USAElections2020', 'indices': [215, 232]}]"
